instanceid,type,onoff,color,dimmer,weekday,weekofyear,year,month,day,time
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,12:15
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,12:30
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,12:45
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,13:00
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,13:15
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,13:30
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,13:45
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,14:00
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,14:15
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,14:30
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,14:45
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,15:00
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,15:15
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,15:30
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,15:45
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,16:00
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,16:15
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,16:30
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,16:45
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,17:00
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,17:15
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,17:30
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,17:45
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,18:00
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,18:15
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,18:30
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,18:45
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,19:00
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,19:15
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,19:30
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,19:45
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,20:00
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,20:15
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,20:30
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,20:45
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,21:00
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,21:15
65540,2,1,f5faf6,100,Sunday,47,2020,11,22,21:30
65545,2,0,efd275,50,Friday,47,2020,11,20,22:00
65545,2,0,efd275,50,Friday,47,2020,11,20,22:15
65545,2,0,efd275,50,Friday,47,2020,11,20,22:30
65545,2,0,efd275,50,Friday,47,2020,11,20,22:45
65545,2,0,efd275,50,Friday,47,2020,11,20,23:00
65545,2,0,efd275,50,Friday,47,2020,11,20,23:15
65545,2,0,efd275,50,Friday,47,2020,11,20,23:30
65545,2,0,efd275,50,Friday,47,2020,11,20,23:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,00:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,00:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,00:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,00:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,01:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,01:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,01:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,01:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,02:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,02:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,02:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,02:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,03:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,03:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,03:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,03:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,04:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,04:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,04:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,04:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,05:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,05:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,05:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,05:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,06:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,06:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,06:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,06:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,07:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,07:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,07:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,07:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,08:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,08:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,08:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,08:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,09:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,09:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,09:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,09:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,10:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,10:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,10:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,10:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,11:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,11:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,11:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,11:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,12:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,12:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,12:30
65545,2,0,efd275,50,Saturday,47,2020,11,21,12:45
65545,2,0,efd275,50,Saturday,47,2020,11,21,13:00
65545,2,0,efd275,50,Saturday,47,2020,11,21,13:15
65545,2,0,efd275,50,Saturday,47,2020,11,21,13:30
65545,2,1,efd275,50,Saturday,47,2020,11,21,13:45
65545,2,1,efd275,50,Saturday,47,2020,11,21,14:00
65545,2,1,efd275,50,Saturday,47,2020,11,21,14:15
65545,2,1,0,50,Saturday,47,2020,11,21,14:30
65545,2,1,0,50,Saturday,47,2020,11,21,14:45
65545,2,1,0,50,Saturday,47,2020,11,21,15:00
65545,2,1,0,50,Saturday,47,2020,11,21,15:15
65545,2,1,efd275,100,Saturday,47,2020,11,21,15:30
65545,2,1,efd275,100,Saturday,47,2020,11,21,15:45
65545,2,1,efd275,100,Saturday,47,2020,11,21,16:00
65545,2,1,efd275,100,Saturday,47,2020,11,21,16:15
65545,2,1,efd275,100,Saturday,47,2020,11,21,16:30
65545,2,1,efd275,100,Saturday,47,2020,11,21,16:45
65545,2,1,efd275,100,Saturday,47,2020,11,21,17:00
65545,2,1,efd275,100,Saturday,47,2020,11,21,17:15
65545,2,1,efd275,100,Saturday,47,2020,11,21,17:30
65545,2,0,efd275,100,Saturday,47,2020,11,21,17:45
65545,2,0,efd275,100,Saturday,47,2020,11,21,18:00
65545,2,1,efd275,100,Saturday,47,2020,11,21,18:15
65545,2,1,efd275,100,Saturday,47,2020,11,21,18:30
65545,2,1,efd275,100,Saturday,47,2020,11,21,18:45
65545,2,1,efd275,100,Saturday,47,2020,11,21,19:00
65545,2,1,efd275,100,Saturday,47,2020,11,21,19:15
65545,2,1,efd275,100,Saturday,47,2020,11,21,19:30
65545,2,1,efd275,100,Saturday,47,2020,11,21,19:45
65545,2,1,efd275,100,Saturday,47,2020,11,21,20:00
65545,2,1,efd275,100,Saturday,47,2020,11,21,20:15
65545,2,1,efd275,100,Saturday,47,2020,11,21,20:30
65545,2,1,efd275,100,Saturday,47,2020,11,21,20:45
65545,2,1,efd275,100,Saturday,47,2020,11,21,21:00
65545,2,1,efd275,100,Saturday,47,2020,11,21,21:15
65545,2,1,efd275,100,Saturday,47,2020,11,21,21:30
65545,2,1,efd275,100,Saturday,47,2020,11,21,21:45
65545,2,1,efd275,100,Saturday,47,2020,11,21,22:00
65545,2,1,efd275,100,Saturday,47,2020,11,21,22:15
65545,2,1,efd275,100,Saturday,47,2020,11,21,22:30
65545,2,1,efd275,100,Saturday,47,2020,11,21,22:45
65545,2,1,efd275,100,Saturday,47,2020,11,21,23:00
65545,2,1,efd275,100,Saturday,47,2020,11,21,23:15
65545,2,1,efd275,100,Saturday,47,2020,11,21,23:30
65545,2,1,efd275,100,Saturday,47,2020,11,21,23:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,00:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,00:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,00:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,00:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,01:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,01:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,01:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,01:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,02:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,02:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,02:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,02:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,03:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,03:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,03:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,03:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,04:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,04:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,04:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,04:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,05:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,05:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,05:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,05:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,06:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,06:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,06:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,06:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,07:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,07:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,07:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,07:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,08:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,08:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,08:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,08:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,09:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,09:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,09:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,09:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,10:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,10:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,10:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,10:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,11:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,11:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,11:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,11:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,12:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,12:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,12:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,12:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,13:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,13:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,13:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,13:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,14:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,14:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,14:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,14:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,15:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,15:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,15:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,15:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,16:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,16:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,16:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,16:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,17:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,17:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,17:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,17:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,18:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,18:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,18:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,18:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,19:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,19:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,19:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,19:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,20:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,20:15
65545,2,1,efd275,100,Sunday,47,2020,11,22,20:30
65545,2,1,efd275,100,Sunday,47,2020,11,22,20:45
65545,2,1,efd275,100,Sunday,47,2020,11,22,21:00
65545,2,1,efd275,100,Sunday,47,2020,11,22,21:15
65545,2,0,efd275,100,Sunday,47,2020,11,22,21:30
65546,2,0,f1e0b5,50,Friday,47,2020,11,20,22:00
65546,2,0,f1e0b5,50,Friday,47,2020,11,20,22:15
65546,2,0,f1e0b5,50,Friday,47,2020,11,20,22:30
65546,2,0,f1e0b5,50,Friday,47,2020,11,20,22:45
65546,2,0,f1e0b5,50,Friday,47,2020,11,20,23:00
65546,2,0,f1e0b5,50,Friday,47,2020,11,20,23:15
65546,2,0,f1e0b5,50,Friday,47,2020,11,20,23:30
65546,2,0,f1e0b5,50,Friday,47,2020,11,20,23:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,00:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,00:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,00:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,00:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,01:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,01:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,01:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,01:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,02:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,02:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,02:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,02:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,03:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,03:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,03:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,03:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,04:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,04:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,04:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,04:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,05:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,05:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,05:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,05:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,06:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,06:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,06:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,06:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,07:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,07:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,07:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,07:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,08:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,08:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,08:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,08:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,09:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,09:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,09:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,09:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,10:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,10:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,10:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,10:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,11:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,11:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,11:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,11:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,12:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,12:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,12:30
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,12:45
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,13:00
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,13:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,13:30
65546,2,1,f1e0b5,50,Saturday,47,2020,11,21,13:45
65546,2,1,f1e0b5,50,Saturday,47,2020,11,21,14:00
65546,2,1,f1e0b5,50,Saturday,47,2020,11,21,14:15
65546,2,0,f1e0b5,50,Saturday,47,2020,11,21,14:30
65546,2,1,f1e0b5,8,Saturday,47,2020,11,21,14:45
65546,2,1,f1e0b5,8,Saturday,47,2020,11,21,15:00
65546,2,1,f1e0b5,8,Saturday,47,2020,11,21,15:15
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,15:30
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,15:45
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,16:00
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,16:15
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,16:30
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,16:45
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,17:00
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,17:15
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,17:30
65546,2,0,f1e0b5,100,Saturday,47,2020,11,21,17:45
65546,2,0,f1e0b5,100,Saturday,47,2020,11,21,18:00
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,18:15
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,18:30
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,18:45
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,19:00
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,19:15
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,19:30
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,19:45
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,20:00
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,20:15
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,20:30
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,20:45
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,21:00
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,21:15
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,21:30
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,21:45
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,22:00
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,22:15
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,22:30
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,22:45
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,23:00
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,23:15
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,23:30
65546,2,1,f1e0b5,100,Saturday,47,2020,11,21,23:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,00:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,00:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,00:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,00:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,01:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,01:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,01:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,01:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,02:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,02:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,02:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,02:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,03:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,03:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,03:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,03:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,04:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,04:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,04:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,04:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,05:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,05:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,05:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,05:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,06:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,06:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,06:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,06:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,07:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,07:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,07:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,07:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,08:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,08:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,08:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,08:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,09:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,09:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,09:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,09:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,10:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,10:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,10:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,10:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,11:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,11:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,11:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,11:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,12:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,12:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,12:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,12:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,13:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,13:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,13:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,13:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,14:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,14:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,14:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,14:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,15:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,15:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,15:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,15:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,16:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,16:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,16:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,16:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,17:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,17:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,17:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,17:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,18:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,18:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,18:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,18:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,19:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,19:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,19:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,19:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,20:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,20:15
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,20:30
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,20:45
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,21:00
65546,2,1,f1e0b5,100,Sunday,47,2020,11,22,21:15
65546,2,0,f1e0b5,100,Sunday,47,2020,11,22,21:30
65547,2,0,f1e0b5,50,Friday,47,2020,11,20,22:00
65547,2,0,f1e0b5,50,Friday,47,2020,11,20,22:15
65547,2,0,f1e0b5,50,Friday,47,2020,11,20,22:30
65547,2,0,f1e0b5,50,Friday,47,2020,11,20,22:45
65547,2,0,f1e0b5,50,Friday,47,2020,11,20,23:00
65547,2,0,f1e0b5,50,Friday,47,2020,11,20,23:15
65547,2,0,f1e0b5,50,Friday,47,2020,11,20,23:30
65547,2,0,f1e0b5,50,Friday,47,2020,11,20,23:45
65547,2,0,f1e0b5,50,Saturday,47,2020,11,21,00:00
