"id","instanceID","type","lastSeen","onOff","color","dimmer","protocolTime"
587,65537,2,1605953602,1,"f1e0b5",59,"2020-11-21T15:52:36.000Z"
588,65538,2,1605954823,1,"f1e0b5",56,"2020-11-21T15:52:36.000Z"
589,65549,2,1605953576,1,"f1e0b5",100,"2020-11-21T15:52:36.000Z"
590,65537,2,1605953602,1,"f1e0b5",100,"2020-11-21T15:52:37.000Z"
591,65538,2,1605954823,1,"f1e0b5",100,"2020-11-21T15:52:37.000Z"
592,65557,2,1605974902,1,"f1e0b5",50,"2020-11-21T16:08:45.000Z"
593,65557,2,1605974904,1,"f1e0b5",50,"2020-11-21T16:08:47.000Z"
594,65537,2,1605953602,1,"f1e0b5",19,"2020-11-21T16:15:24.000Z"
595,65538,2,1605954823,1,"f1e0b5",20,"2020-11-21T16:15:24.000Z"
596,65552,2,1605896361,1,"f1e0b5",20,"2020-11-21T16:15:24.000Z"
597,65553,2,1605953580,1,"f1e0b5",19,"2020-11-21T16:15:24.000Z"
598,65554,2,1603707195,1,"f1e0b5",20,"2020-11-21T16:15:24.000Z"
599,65537,2,1605953602,1,"f1e0b5",19,"2020-11-21T16:15:24.000Z"
600,65540,2,1605969185,1,"f1e0b5",30,"2020-11-21T16:15:24.000Z"
601,65538,2,1605954823,1,"f1e0b5",20,"2020-11-21T16:15:24.000Z"
602,65553,2,1605953580,1,"f1e0b5",19,"2020-11-21T16:15:25.000Z"
603,65552,2,1605896361,1,"f1e0b5",20,"2020-11-21T16:15:25.000Z"
604,65540,2,1605969185,1,"f1e0b5",30,"2020-11-21T16:15:25.000Z"
605,65549,2,1605953576,1,"f1e0b5",100,"2020-11-21T16:15:29.000Z"
606,65538,2,1605954823,1,"f1e0b5",20,"2020-11-21T16:15:29.000Z"
607,65537,2,1605953602,1,"f1e0b5",19,"2020-11-21T16:15:29.000Z"
608,65549,2,1605953576,1,"f1e0b5",100,"2020-11-21T16:15:33.000Z"
609,65538,2,1605954823,1,"f1e0b5",100,"2020-11-21T16:15:33.000Z"
610,65537,2,1605953602,1,"f1e0b5",100,"2020-11-21T16:15:33.000Z"
611,65538,2,1605954823,1,"f1e0b5",33,"2020-11-21T16:15:33.000Z"
612,65537,2,1605953602,1,"f1e0b5",32,"2020-11-21T16:15:33.000Z"
613,65538,2,1605954823,1,"f1e0b5",100,"2020-11-21T16:15:34.000Z"
614,65537,2,1605953602,1,"f1e0b5",100,"2020-11-21T16:15:34.000Z"
615,65548,2,1605897874,1,"f5faf6",100,"2020-11-21T16:23:09.000Z"
616,65552,2,1605896361,1,"f1e0b5",100,"2020-11-21T16:23:09.000Z"
617,65554,2,1603707195,1,"f1e0b5",100,"2020-11-21T16:23:09.000Z"
618,65553,2,1605953580,1,"f1e0b5",100,"2020-11-21T16:23:09.000Z"
619,65552,2,1605896361,1,"f1e0b5",34,"2020-11-21T16:23:09.000Z"
620,65540,2,1605969185,1,"f1e0b5",100,"2020-11-21T16:23:09.000Z"
621,65553,2,1605953580,1,"f1e0b5",33,"2020-11-21T16:23:09.000Z"
622,65540,2,1605969185,1,"f1e0b5",42,"2020-11-21T16:23:10.000Z"
623,65552,2,1605896361,1,"f1e0b5",100,"2020-11-21T16:23:10.000Z"
624,65553,2,1605953580,1,"f1e0b5",100,"2020-11-21T16:23:10.000Z"
625,65540,2,1605969185,1,"f1e0b5",100,"2020-11-21T16:23:11.000Z"
626,65554,2,1603707195,1,"f1e0b5",100,"2020-11-21T16:52:29.000Z"
627,65552,2,1605896361,1,"f1e0b5",100,"2020-11-21T16:52:29.000Z"
628,65540,2,1605969185,1,"f1e0b5",100,"2020-11-21T16:52:30.000Z"
629,65553,2,1605953580,1,"f1e0b5",100,"2020-11-21T16:52:30.000Z"
630,65548,2,1605897874,1,"f5faf6",100,"2020-11-21T16:52:30.000Z"
631,65554,2,1603707195,0,"f1e0b5",100,"2020-11-21T16:54:05.000Z"
632,65552,2,1605896361,0,"f1e0b5",100,"2020-11-21T16:54:05.000Z"
633,65540,2,1605969185,0,"f1e0b5",100,"2020-11-21T16:54:05.000Z"
634,65548,2,1605897874,0,"f5faf6",100,"2020-11-21T16:54:05.000Z"
635,65553,2,1605953580,0,"f1e0b5",100,"2020-11-21T16:54:05.000Z"
636,65555,2,1605971910,0,"f1e0b5",100,"2020-11-21T16:56:25.000Z"
637,65556,2,1605973261,0,"f1e0b5",49,"2020-11-21T16:56:44.000Z"
638,65557,2,1605974904,0,"f1e0b5",50,"2020-11-21T16:56:44.000Z"
639,65557,2,1605974904,0,"f1e0b5",50,"2020-11-21T16:56:57.000Z"
640,65556,2,1605973261,0,"f1e0b5",49,"2020-11-21T16:56:57.000Z"
641,65556,2,1605973261,1,"f1e0b5",49,"2020-11-21T16:56:58.000Z"
642,65557,2,1605974904,1,"f1e0b5",50,"2020-11-21T16:56:58.000Z"
643,65556,2,1605977799,1,"f1e0b5",49,"2020-11-21T16:57:02.000Z"
644,65556,2,1605977799,1,"f1e0b5",49,"2020-11-21T16:57:03.000Z"
645,65556,2,1605977803,1,"f1e0b5",49,"2020-11-21T16:57:05.000Z"
646,65557,2,1605977806,1,"f1e0b5",50,"2020-11-21T16:57:09.000Z"
647,65557,2,1605977806,1,"f1e0b5",50,"2020-11-21T16:57:11.000Z"
648,65557,2,1605977810,1,"f1e0b5",50,"2020-11-21T16:57:13.000Z"
649,65556,2,1605977803,0,"f1e0b5",49,"2020-11-21T16:57:25.000Z"
650,65557,2,1605977810,0,"f1e0b5",50,"2020-11-21T16:57:25.000Z"
651,65545,2,1605917476,0,"efd275",100,"2020-11-21T17:40:36.000Z"
652,65547,2,1605971918,0,"f1e0b5",100,"2020-11-21T17:40:36.000Z"
653,65546,2,1605971925,0,"f1e0b5",100,"2020-11-21T17:40:36.000Z"
654,65557,2,1605977810,1,"f1e0b5",50,"2020-11-21T17:47:32.000Z"
655,65556,2,1605977803,1,"f1e0b5",49,"2020-11-21T17:47:33.000Z"
656,65556,2,1605977803,0,"f1e0b5",49,"2020-11-21T17:48:03.000Z"
657,65557,2,1605977810,0,"f1e0b5",50,"2020-11-21T17:48:03.000Z"
658,65547,2,1605971918,1,"f1e0b5",100,"2020-11-21T18:08:48.000Z"
659,65545,2,1605917476,1,"efd275",100,"2020-11-21T18:08:48.000Z"
660,65546,2,1605971925,1,"f1e0b5",100,"2020-11-21T18:08:48.000Z"
661,65545,2,1605917476,0,"efd275",100,"2020-11-21T18:09:05.000Z"
662,65547,2,1605971918,0,"f1e0b5",100,"2020-11-21T18:09:05.000Z"
663,65546,2,1605971925,0,"f1e0b5",100,"2020-11-21T18:09:05.000Z"
664,65552,2,1605982738,0,"f1e0b5",100,"2020-11-21T18:19:21.000Z"
665,65548,2,1605984252,0,"f5faf6",100,"2020-11-21T18:44:35.000Z"
666,65540,2,1605969185,1,"f5faf6",100,"2020-11-21T19:26:29.000Z"
667,65540,2,1605969185,1,"f5faf6",100,"2020-11-21T19:26:29.000Z"
668,65540,2,1605969185,1,"0",100,"2020-11-21T19:27:48.000Z"
669,65540,2,1605969185,0,"0",100,"2020-11-21T19:29:45.000Z"
670,65540,2,1605969185,1,"0",100,"2020-11-21T19:29:49.000Z"
671,65540,2,1605969185,0,"0",100,"2020-11-21T19:30:54.000Z"
672,65540,2,1605969185,1,"0",100,"2020-11-21T19:30:57.000Z"
673,65540,2,1605969185,0,"0",100,"2020-11-21T19:31:18.000Z"
674,65540,2,1605969185,1,"0",51,"2020-11-21T19:31:53.000Z"
675,65540,2,1605969185,1,"0",51,"2020-11-21T19:31:53.000Z"
676,65540,2,1605969185,1,"0",51,"2020-11-21T19:31:53.000Z"
677,65540,2,1605969185,0,"0",51,"2020-11-21T19:32:17.000Z"
678,65540,2,1605969185,1,"0",51,"2020-11-21T19:32:18.000Z"
679,65540,2,1605969185,0,"0",51,"2020-11-21T19:33:07.000Z"
680,65540,2,1605969185,1,"0",51,"2020-11-21T19:33:08.000Z"
681,65548,2,1605984252,1,"f5faf6",100,"2020-11-21T19:33:27.000Z"
682,65548,2,1605984252,0,"f5faf6",100,"2020-11-21T19:33:27.000Z"
683,65540,2,1605969185,0,"0",51,"2020-11-21T19:33:28.000Z"
684,65540,2,1605969185,1,"0",51,"2020-11-21T19:33:29.000Z"
685,65537,2,1606040002,1,"f1e0b5",100,"2020-11-22T21:31:27.000Z"
686,65538,2,1606041223,1,"f1e0b5",100,"2020-11-22T21:31:27.000Z"
687,65540,2,1606055596,1,"f5faf6",100,"2020-11-22T21:31:27.000Z"
688,65545,2,1606003854,0,"efd275",100,"2020-11-22T21:31:27.000Z"
689,65546,2,1606058336,0,"f1e0b5",100,"2020-11-22T21:31:27.000Z"
690,65547,2,1606058330,0,"f1e0b5",100,"2020-11-22T21:31:27.000Z"
691,65548,2,1606070676,1,"f5faf6",100,"2020-11-22T21:31:27.000Z"
692,65549,2,1606039975,1,"f1e0b5",100,"2020-11-22T21:31:27.000Z"
693,65551,2,1606039999,0,"f1e0b5",100,"2020-11-22T21:31:27.000Z"
694,65552,2,1606069160,1,"f1e0b5",100,"2020-11-22T21:31:27.000Z"
695,65553,2,1606039980,1,"f1e0b5",100,"2020-11-22T21:31:27.000Z"
696,65554,2,1603707195,1,"f1e0b5",100,"2020-11-22T21:31:27.000Z"
697,65555,2,1606058321,0,"f1e0b5",100,"2020-11-22T21:31:27.000Z"
698,65556,2,1606064225,0,"f1e0b5",49,"2020-11-22T21:31:27.000Z"
699,65557,2,1606064232,0,"f1e0b5",50,"2020-11-22T21:31:27.000Z"
700,65545,2,1606003854,1,"efd275",100,"2020-11-22T21:31:36.000Z"
701,65547,2,1606058330,1,"f1e0b5",100,"2020-11-22T21:31:36.000Z"
702,65546,2,1606058336,1,"f1e0b5",100,"2020-11-22T21:31:36.000Z"
703,65546,2,1606058336,0,"f1e0b5",100,"2020-11-22T21:31:43.000Z"
704,65547,2,1606058330,0,"f1e0b5",100,"2020-11-22T21:31:43.000Z"
705,65545,2,1606003854,0,"efd275",100,"2020-11-22T21:31:43.000Z"
